[2026-04-03T18:11:46.901Z] GET http://localhost:4321/ → 200 (51ms, 243282B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/node_modules/@astrojs/tailwind/base.css → 200 (115ms, 49475B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=style&index=0&lang.css → 200 (114ms, 723B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/src/styles/global.css → 200 (118ms, 58839B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/images/wme-logo.png → 200 (78ms, 4418B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=script&index=0&lang.ts → 200 (115ms, 9048B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (81ms, 54088B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/src/layouts/Layout.astro?astro&type=script&index=0&lang.ts → 200 (118ms, 6879B)
[2026-04-03T18:13:55.031Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (3ms, 48256B)
[2026-04-03T18:13:55.031Z] GET https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFnOHM81r4j6k0gjAW3mujVU2B2G_Bx0g.woff2 → 200 (3ms, 24744B)
[2026-04-03T18:13:55.072Z] GET http://localhost:4321/@id/__x00__astro:toolbar:internal → 200 (22ms, 8955B)
[2026-04-03T18:13:55.072Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/helpers.js?v=187dce39 → 200 (33ms, 14267B)
[2026-04-03T18:13:55.072Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/settings.js?v=187dce39 → 200 (34ms, 7936B)
[2026-04-03T18:13:55.072Z] GET http://localhost:4321/node_modules/vite/dist/client/env.mjs → 200 (34ms, 4377B)
[2026-04-03T18:13:55.233Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/window.js?v=187dce39 → 200 (20ms, 19284B)
[2026-04-03T18:13:55.255Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/astro.js?v=187dce39 → 200 (9ms, 109029B)
[2026-04-03T18:13:55.255Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/index.js?v=187dce39 → 200 (35ms, 37694B)
[2026-04-03T18:13:55.255Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/xray.js?v=187dce39 → 200 (37ms, 30990B)
[2026-04-03T18:13:55.255Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/settings.js?v=187dce39 → 200 (54ms, 35003B)
[2026-04-03T18:13:55.255Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/toolbar.js?v=187dce39 → 200 (58ms, 86326B)
[2026-04-03T18:13:55.257Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/index.js?v=187dce39 → 200 (37ms, 6537B)
[2026-04-03T18:13:55.266Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icons.js?v=187dce39 → 200 (17ms, 277585B)
[2026-04-03T18:13:55.268Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/icons.js?v=187dce39 → 200 (46ms, 5650B)
[2026-04-03T18:13:55.268Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/window.js?v=187dce39 → 200 (46ms, 7595B)
[2026-04-03T18:13:55.290Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/highlight.js?v=187dce39 → 200 (24ms, 11750B)
[2026-04-03T18:13:55.290Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/annotations.js?v=187dce39 → 200 (25ms, 3862B)
[2026-04-03T18:13:55.291Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/index.js?v=187dce39 → 200 (23ms, 7035B)
[2026-04-03T18:13:55.291Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-item.js?v=187dce39 → 200 (26ms, 16740B)
[2026-04-03T18:13:55.291Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-window.js?v=187dce39 → 200 (34ms, 52021B)
[2026-04-03T18:13:55.291Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-ui.js?v=187dce39 → 200 (34ms, 28018B)
[2026-04-03T18:13:55.293Z] GET http://localhost:4321/node_modules/html-escaper/esm/index.js?v=187dce39 → 200 (32ms, 12896B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/badge.js?v=187dce39 → 200 (30ms, 16480B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/button.js?v=187dce39 → 200 (34ms, 25195B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/card.js?v=187dce39 → 200 (34ms, 19839B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/highlight.js?v=187dce39 → 200 (38ms, 21660B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icon.js?v=187dce39 → 200 (42ms, 5667B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/radio-checkbox.js?v=187dce39 → 200 (38ms, 16332B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/select.js?v=187dce39 → 200 (43ms, 18147B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/toggle.js?v=187dce39 → 200 (43ms, 19016B)
[2026-04-03T18:13:55.295Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/tooltip.js?v=187dce39 → 200 (47ms, 23080B)
[2026-04-03T18:13:55.315Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/a11y.js?v=187dce39 → 200 (28ms, 122184B)
[2026-04-03T18:13:55.315Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/perf.js?v=187dce39 → 200 (29ms, 23587B)
[2026-04-03T18:13:55.343Z] GET http://localhost:4321/node_modules/.vite/deps/astro___aria-query.js?v=187dce39 → 200 (12ms, 205280B)
[2026-04-03T18:13:55.343Z] GET http://localhost:4321/node_modules/.vite/deps/astro___axobject-query.js?v=187dce39 → 200 (3ms, 112534B)
[2026-04-03T18:13:55.354Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-BUSYA2B4.js?v=187dce39 → 200 (2ms, 1399B)
[2026-04-03T18:13:55.428Z] GET http://localhost:4321/images/wme-logo.png → 200 (10ms, 4418B)
[2026-04-03T18:13:55.440Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (8ms, 54088B)
[2026-04-03T18:13:55.457Z] GET http://localhost:4321/images/instar-goal-map.jpg → 200 (?ms, 39035B)
[2026-04-03T18:13:55.457Z] GET http://localhost:4321/images/icon-latin-america.png → 200 (2ms, 3973B)
[2026-04-03T18:13:55.459Z] GET http://localhost:4321/images/icon-southeast-asia.png → 200 (2ms, 14383B)
[2026-04-03T18:13:55.462Z] GET http://localhost:4321/images/icon-africa.png → 200 (10ms, 2028B)
[2026-04-03T18:13:55.474Z] GET http://localhost:4321/images/icon-north-america.png → 200 (2ms, 4649B)
[2026-04-03T18:13:55.476Z] GET http://localhost:4321/images/events-icon.png → 200 (2ms, 896B)
[2026-04-03T18:13:55.478Z] GET http://localhost:4321/images/david-parish.png → 200 (1ms, 111605B)
[2026-04-03T18:13:55.479Z] GET http://localhost:4321/images/jacob-harlan.png → 200 (7ms, 97779B)
[2026-04-03T18:13:55.487Z] GET http://localhost:4321/images/trey-clendenen.png → 200 (2ms, 250516B)
[2026-04-03T18:13:55.491Z] GET http://localhost:4321/images/renee-driskill.png → 200 (?ms, 126216B)
[2026-04-03T18:13:55.491Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (?ms, 54088B)
[2026-04-03T18:13:55.492Z] GET http://localhost:4321/images/wme-logo.png → 200 (?ms, 4418B)
[2026-04-03T18:14:03.268Z] GET http://localhost:4321/images/instar-goal-map.jpg → 200 (8ms, 39035B)
[2026-04-03T18:14:03.268Z] GET http://localhost:4321/images/icon-latin-america.png → 200 (8ms, 3973B)
[2026-04-03T18:14:03.268Z] GET http://localhost:4321/images/icon-southeast-asia.png → 200 (8ms, 14383B)
[2026-04-03T18:14:03.268Z] GET http://localhost:4321/images/icon-africa.png → 200 (9ms, 2028B)
[2026-04-03T18:14:03.268Z] GET http://localhost:4321/images/icon-north-america.png → 200 (17ms, 4649B)
[2026-04-03T18:14:03.269Z] GET http://localhost:4321/images/events-icon.png → 200 (21ms, 896B)
[2026-04-03T18:14:04.500Z] GET http://localhost:4321/images/david-parish.png → 200 (6ms, 111605B)
[2026-04-03T18:14:04.500Z] GET http://localhost:4321/images/jacob-harlan.png → 200 (6ms, ?B)
[2026-04-03T18:14:04.500Z] GET http://localhost:4321/images/trey-clendenen.png → 200 (6ms, ?B)
[2026-04-03T18:14:04.500Z] GET http://localhost:4321/images/renee-driskill.png → 200 (15ms, 126216B)
[2026-04-03T18:14:05.994Z] GET http://localhost:4321/images/wme-logo.png → 200 (1ms, 4418B)
[2026-04-03T18:14:05.996Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (2ms, 54088B)
[2026-04-03T18:14:05.999Z] GET http://localhost:4321/images/instar-goal-map.jpg → 200 (2ms, 39035B)
[2026-04-03T18:14:06.002Z] GET http://localhost:4321/images/icon-latin-america.png → 200 (3ms, 3973B)
[2026-04-03T18:14:06.006Z] GET http://localhost:4321/images/icon-southeast-asia.png → 200 (9ms, 14383B)
[2026-04-03T18:14:06.015Z] GET http://localhost:4321/images/icon-africa.png → 200 (1ms, 2028B)
[2026-04-03T18:14:06.017Z] GET http://localhost:4321/images/icon-north-america.png → 200 (2ms, 4649B)
[2026-04-03T18:14:06.020Z] GET http://localhost:4321/images/events-icon.png → 200 (3ms, 896B)
[2026-04-03T18:14:06.024Z] GET http://localhost:4321/images/david-parish.png → 200 (7ms, 111605B)
[2026-04-03T18:14:06.031Z] GET http://localhost:4321/images/jacob-harlan.png → 200 (1ms, 97779B)
[2026-04-03T18:14:06.032Z] GET http://localhost:4321/images/trey-clendenen.png → 200 (1ms, 250516B)
[2026-04-03T18:14:06.035Z] GET http://localhost:4321/images/renee-driskill.png → 200 (5ms, 126216B)
[2026-04-03T18:14:06.040Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (7ms, 54088B)
[2026-04-03T18:14:06.047Z] GET http://localhost:4321/images/wme-logo.png → 200 (1ms, 4418B)
[2026-04-03T18:16:23.216Z] GET http://localhost:4321/ → 200 (265ms, ?B)
[2026-04-03T18:16:23.494Z] GET https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@0;1&family=Inter:wght@300;400;500;600;700;800&display=swap → 200 (4ms, ?B)
[2026-04-03T18:16:23.499Z] GET http://localhost:4321/@vite/client → pending (?ms, ?B)
[2026-04-03T18:16:23.499Z] GET http://localhost:4321/@fs/home/jefferey/local-git/wme/node_modules/astro/dist/runtime/client/dev-toolbar/entrypoint.js?v=187dce39 → 200 (?ms, ?B)
[2026-04-03T18:16:23.499Z] GET http://localhost:4321/node_modules/@astrojs/tailwind/base.css → pending (?ms, ?B)
[2026-04-03T18:16:23.499Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=style&index=0&lang.css → pending (?ms, ?B)
[2026-04-03T18:16:23.500Z] GET http://localhost:4321/src/styles/global.css → pending (?ms, ?B)
[2026-04-03T18:16:23.500Z] GET http://localhost:4321/images/wme-logo.png → pending (?ms, ?B)
[2026-04-03T18:16:23.500Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=script&index=0&lang.ts → pending (?ms, ?B)
[2026-04-03T18:16:23.500Z] GET http://localhost:4321/images/instar-blue.jpg → pending (?ms, ?B)
[2026-04-03T18:16:23.500Z] GET http://localhost:4321/src/layouts/Layout.astro?astro&type=script&index=0&lang.ts → pending (?ms, ?B)
[2026-04-03T18:16:23.555Z] GET https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFnOHM81r4j6k0gjAW3mujVU2B2G_Bx0g.woff2 → 200 (?ms, ?B)
[2026-04-03T18:16:23.556Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, ?B)
[2026-04-03T18:16:23.571Z] GET http://localhost:4321/@id/__x00__astro:toolbar:internal → 200 (131ms, 8955B)
[2026-04-03T18:16:23.571Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/helpers.js?v=187dce39 → 200 (1ms, 14267B)
[2026-04-03T18:16:23.573Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/settings.js?v=187dce39 → 200 (?ms, 7936B)
[2026-04-03T18:16:23.590Z] GET http://localhost:4321/node_modules/vite/dist/client/env.mjs → 200 (112ms, 4377B)
[2026-04-03T18:16:23.591Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/window.js?v=187dce39 → 200 (?ms, 19284B)
[2026-04-03T18:16:23.702Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/astro.js?v=187dce39 → 200 (?ms, 109029B)
[2026-04-03T18:16:23.702Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/index.js?v=187dce39 → 200 (?ms, 37694B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/xray.js?v=187dce39 → 200 (?ms, 30990B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/settings.js?v=187dce39 → 200 (?ms, 35003B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/toolbar.js?v=187dce39 → 200 (?ms, 86326B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/index.js?v=187dce39 → 200 (?ms, 6537B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icons.js?v=187dce39 → 200 (?ms, 277585B)
[2026-04-03T18:16:23.703Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/icons.js?v=187dce39 → 200 (?ms, 5650B)
[2026-04-03T18:16:23.704Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/window.js?v=187dce39 → 200 (?ms, 7595B)
